,customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday,order_number,line_item,order_date,delivery_date,storekey,productkey,quantity,currency_code,date,currency,exchange,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,square_meters,open_date
80,122533,Male,Jett Stedman,POINT COOK,VIC,Victoria,3030,Australia,Australia,1992-09-06,1581008,4,2019-04-30,Not Delivered,5,455,3,AUD,2019-04-30,AUD,1.4183,WWI Desktop PC2.33 X2330 White,Wide World Importers,White,304.48,919.0,303,Desktops,3,Computers,2000.0,2015-12-09
81,37251,Male,Leo Scerri,GHERANG,VIC,Victoria,3240,Australia,Australia,1951-06-17,1119002,1,2018-01-23,Not Delivered,5,435,9,AUD,2018-01-23,AUD,1.2544,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,White,137.63,269.95,303,Desktops,3,Computers,2000.0,2015-12-09
82,181881,Male,Connor Pierce,TURTONS CREEK,VIC,Victoria,3960,Australia,Australia,1993-10-04,1667014,4,2019-07-25,Not Delivered,5,435,4,AUD,2019-07-25,AUD,1.4344,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,White,137.63,269.95,303,Desktops,3,Computers,2000.0,2015-12-09
83,149353,Male,Henry Raggatt,WANDOWN,VIC,Victoria,3549,Australia,Australia,1988-01-26,779001,1,2017-02-17,Not Delivered,5,435,4,AUD,2017-02-17,AUD,1.3044,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,White,137.63,269.95,303,Desktops,3,Computers,2000.0,2015-12-09
84,1626,Female,Mary Leach,NEDS CORNER,VIC,Victoria,3496,Australia,Australia,1985-10-17,1443018,1,2018-12-13,Not Delivered,5,1731,3,AUD,2018-12-13,AUD,1.3833,MGS King& Myths: The Age Collection M340,Tailspin Toys,Black,33.32,72.45,702,Download Games,7,Games and Toys,2000.0,2015-12-09
85,1626,Female,Mary Leach,NEDS CORNER,VIC,Victoria,3496,Australia,Australia,1985-10-17,1443018,2,2018-12-13,Not Delivered,5,1412,5,AUD,2018-12-13,AUD,1.3833,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,The Phone Company,Black,132.9,289.0,503,Touch Screen Phones,5,Cell phones,2000.0,2015-12-09
86,115335,Male,Austin McAlpine,BIRDWOODTON,VIC,Victoria,3505,Australia,Australia,1959-05-30,1023013,1,2017-10-19,Not Delivered,5,1412,2,AUD,2017-10-19,AUD,1.2703,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,The Phone Company,Black,132.9,289.0,503,Touch Screen Phones,5,Cell phones,2000.0,2015-12-09
87,1626,Female,Mary Leach,NEDS CORNER,VIC,Victoria,3496,Australia,Australia,1985-10-17,1443018,3,2018-12-13,Not Delivered,5,1243,5,AUD,2018-12-13,AUD,1.3833,Fabrikam Social Videographer 1'' 25mm E400 White,Fabrikam,White,95.85,188.0,405,Camcorders,4,Cameras and camcorders,2000.0,2015-12-09
88,167962,Male,Jaxon Kirtley,AVENEL,VIC,Victoria,3664,Australia,Australia,1947-10-15,1839011,1,2020-01-13,Not Delivered,5,1617,4,AUD,2020-01-13,AUD,1.4486,Contoso DVD Player M110 Silver,Contoso,Silver,26.67,57.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
89,51314,Female,Bianca Stobie,DUVERNEY,VIC,Victoria,3323,Australia,Australia,1954-06-23,1512011,2,2019-02-20,Not Delivered,5,1519,2,AUD,2019-02-20,AUD,1.3969,The Phone Company Smart phones Unlocked International M800 Gold,The Phone Company,Gold,142.56,310.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2015-12-09
90,88897,Male,Nicholas Dunlop,BARWITE,VIC,Victoria,3722,Australia,Australia,1988-10-15,1644016,3,2019-07-02,Not Delivered,5,438,1,AUD,2019-07-02,AUD,1.4295,WWI Desktop PC2.33 X2330 Silver,Wide World Importers,Silver,304.48,919.0,303,Desktops,3,Computers,2000.0,2015-12-09
91,100092,Female,Rebecca Laidley,GLENISLA,VIC,Victoria,3314,Australia,Australia,1991-10-22,1461007,2,2018-12-31,Not Delivered,5,1628,1,AUD,2018-12-31,AUD,1.4166,Contoso DVD 58 DVD Storage Binder M55 Black,Contoso,Black,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
92,73070,Male,Tristan Minns,BEALIBA,VIC,Victoria,3475,Australia,Australia,1955-01-19,1370010,3,2018-10-01,Not Delivered,5,1683,3,AUD,2018-10-01,AUD,1.3846,MGS Hand Games for 12-16 boys E600 Silver,Tailspin Toys,Silver,2.54,4.99,701,Boxed Games,7,Games and Toys,2000.0,2015-12-09
93,108311,Male,Cooper Evans,BERRINGAMA,VIC,Victoria,3691,Australia,Australia,1963-02-15,650005,3,2016-10-11,Not Delivered,5,719,7,AUD,2016-10-11,AUD,1.3249,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White,Proseware,White,75.54,228.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2015-12-09
94,32037,Male,Aaron Knopwood,LAKE MOKOAN,VIC,Victoria,3673,Australia,Australia,1989-02-14,1340007,3,2018-09-01,Not Delivered,5,2020,6,AUD,2018-09-01,AUD,1.3843,Litware Microwave 2.2CuFt M125 White,Litware,White,91.97,199.99,803,Microwaves,8,Home Appliances,2000.0,2015-12-09
95,2238,Female,Isabelle Cochran,BRUCKNELL,VIC,Victoria,3268,Australia,Australia,1969-10-31,1241001,1,2018-05-25,Not Delivered,5,1639,3,AUD,2018-05-25,AUD,1.3211,Contoso DVD 38 DVD Storage Binder E25 Red,Contoso,Red,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
96,119365,Female,Scarlett Forsyth,BRUCES CREEK,VIC,Victoria,3757,Australia,Australia,1984-04-19,1527012,3,2019-03-07,Not Delivered,5,1639,2,AUD,2019-03-07,AUD,1.4208,Contoso DVD 38 DVD Storage Binder E25 Red,Contoso,Red,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
97,154611,Male,Angus Alt,WILLIAMSTOWN,VIC,Victoria,3016,Australia,Australia,1999-12-13,1444030,3,2018-12-14,Not Delivered,5,1639,6,AUD,2018-12-14,AUD,1.3959,Contoso DVD 38 DVD Storage Binder E25 Red,Contoso,Red,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
98,162181,Female,Lucy Darbyshire,BEN NEVIS,VIC,Victoria,3377,Australia,Australia,1982-02-08,1241009,1,2018-05-25,Not Delivered,5,1437,6,AUD,2018-05-25,AUD,1.3211,The Phone Company Finger Touch Screen Phones M30 Grey,The Phone Company,Grey,91.51,199.0,503,Touch Screen Phones,5,Cell phones,2000.0,2015-12-09
99,2238,Female,Isabelle Cochran,BRUCKNELL,VIC,Victoria,3268,Australia,Australia,1969-10-31,1892008,3,2020-03-06,Not Delivered,5,90,2,AUD,2020-03-06,AUD,1.5087,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Northwind Traders,Silver,49.69,149.99,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
100,197088,Male,Thomas Jersey,ROSLYNMEAD,VIC,Victoria,3564,Australia,Australia,1992-08-30,1812035,7,2019-12-17,Not Delivered,5,157,4,AUD,2019-12-17,AUD,1.4598,"Adventure Works 37"" 1080p LCD HDTV M150W Silver",Adventure Works,Silver,505.85,1099.99,201,Televisions,2,TV and Video,2000.0,2015-12-09
101,38212,Female,Stella Cain,WOOROONOOK,VIC,Victoria,3525,Australia,Australia,1985-01-28,1794014,2,2019-11-29,Not Delivered,5,986,2,AUD,2019-11-29,AUD,1.4777,A. Datum Compact Digital Camera M200 Silver,A. Datum,Silver,59.32,129.0,401,Digital Cameras,4,Cameras and camcorders,2000.0,2015-12-09
102,2248,Male,Rory Spargo,JUNG,VIC,Victoria,3401,Australia,Australia,1987-12-15,1474003,1,2019-01-13,Not Delivered,5,2018,6,AUD,2019-01-13,AUD,1.3847,Fabrikam Microwave 0.8CuFt E0800 Blue,Fabrikam,Blue,48.43,94.99,803,Microwaves,8,Home Appliances,2000.0,2015-12-09
103,2248,Male,Rory Spargo,JUNG,VIC,Victoria,3401,Australia,Australia,1987-12-15,1474003,2,2019-01-13,Not Delivered,5,88,2,AUD,2019-01-13,AUD,1.3847,NT Wireless Transmitter and Bluetooth Headphones M150 Black,Northwind Traders,Black,49.69,149.99,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
104,193445,Male,Matthew Lemberg,BOUNDARY BEND,VIC,Victoria,3599,Australia,Australia,1982-08-13,769003,2,2017-02-07,Not Delivered,5,88,1,AUD,2017-02-07,AUD,1.3128,NT Wireless Transmitter and Bluetooth Headphones M150 Black,Northwind Traders,Black,49.69,149.99,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
105,70912,Female,Evie Wieck,SEVILLE,VIC,Victoria,3139,Australia,Australia,1977-11-15,2016002,3,2020-07-08,Not Delivered,5,449,1,AUD,2020-07-08,AUD,1.4391,WWI Desktop PC3.0 M0300 Black,Wide World Importers,Black,160.49,349.0,303,Desktops,3,Computers,2000.0,2015-12-09
106,108311,Male,Cooper Evans,BERRINGAMA,VIC,Victoria,3691,Australia,Australia,1963-02-15,650005,1,2016-10-11,Not Delivered,5,1850,2,AUD,2016-10-11,AUD,1.3249,NT Washer & Dryer 21in E2100 White,Northwind Traders,White,815.68,1599.9,801,Washers & Dryers,8,Home Appliances,2000.0,2015-12-09
107,108311,Male,Cooper Evans,BERRINGAMA,VIC,Victoria,3691,Australia,Australia,1963-02-15,650005,2,2016-10-11,Not Delivered,5,1595,2,AUD,2016-10-11,AUD,1.3249,SV DVD 60 DVD Storage Binder L20 Red,Southridge Video,Red,7.58,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
108,127417,Female,Elizabeth Brookman,RIDDELLS CREEK,VIC,Victoria,3431,Australia,Australia,1983-01-14,1713002,3,2019-09-09,Not Delivered,5,1595,1,AUD,2019-09-09,AUD,1.4562,SV DVD 60 DVD Storage Binder L20 Red,Southridge Video,Red,7.58,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
109,175556,Male,Jai Mackersey,BOORT,VIC,Victoria,3537,Australia,Australia,1995-06-21,1667022,2,2019-07-25,Not Delivered,5,49,1,AUD,2019-07-25,AUD,1.4344,WWI 2GB Pulse Smart pen M100 White,Wide World Importers,White,91.95,199.95,104,Recording Pen,1,Audio,2000.0,2015-12-09
110,175556,Male,Jai Mackersey,BOORT,VIC,Victoria,3537,Australia,Australia,1995-06-21,1667022,4,2019-07-25,Not Delivered,5,59,2,AUD,2019-07-25,AUD,1.4344,WWI 1GB Digital Voice Recorder Pen E100 Pink,Wide World Importers,Pink,79.53,156.0,104,Recording Pen,1,Audio,2000.0,2015-12-09
111,51172,Female,Gabriella Tozer,ELINGAMITE,VIC,Victoria,3266,Australia,Australia,1957-12-04,1772000,1,2019-11-07,Not Delivered,5,740,2,AUD,2019-11-07,AUD,1.4498,Proseware High-Performance Business-Class Laser Fax X200 Green,Proseware,Green,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2015-12-09
112,36112,Female,Emma Gepp,ANNUELLO,VIC,Victoria,3549,Australia,Australia,1937-02-12,1770022,4,2019-11-05,Not Delivered,5,740,1,AUD,2019-11-05,AUD,1.4474,Proseware High-Performance Business-Class Laser Fax X200 Green,Proseware,Green,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,2000.0,2015-12-09
113,2512,Female,Matilda Hake,BUNKERS HILL,VIC,Victoria,3352,Australia,Australia,1992-11-13,1526030,2,2019-03-06,Not Delivered,5,2185,3,AUD,2019-03-06,AUD,1.4217,Fabrikam Coffee Maker Auto 5C E090 Grey,Fabrikam,Grey,83.1,163.0,805,Coffee Machines,8,Home Appliances,2000.0,2015-12-09
114,37802,Male,Luke Byron,SOUTH DUDLEY,VIC,Victoria,3995,Australia,Australia,1990-07-09,738022,3,2017-01-07,Not Delivered,5,2185,5,AUD,2017-01-07,AUD,1.363,Fabrikam Coffee Maker Auto 5C E090 Grey,Fabrikam,Grey,83.1,163.0,805,Coffee Machines,8,Home Appliances,2000.0,2015-12-09
115,2512,Female,Matilda Hake,BUNKERS HILL,VIC,Victoria,3352,Australia,Australia,1992-11-13,1526030,3,2019-03-06,Not Delivered,5,2038,7,AUD,2019-03-06,AUD,1.4217,Litware Microwave 2.2CuFt M125 Red,Litware,Red,91.97,199.99,803,Microwaves,8,Home Appliances,2000.0,2015-12-09
116,2512,Female,Matilda Hake,BUNKERS HILL,VIC,Victoria,3352,Australia,Australia,1992-11-13,1526030,4,2019-03-06,Not Delivered,5,747,2,AUD,2019-03-06,AUD,1.4217,Contoso Mouse Lock Bundle E200 Black,Contoso,Black,6.6,12.95,308,Computers Accessories,3,Computers,2000.0,2015-12-09
117,2512,Female,Matilda Hake,BUNKERS HILL,VIC,Victoria,3352,Australia,Australia,1992-11-13,1886044,1,2020-02-29,Not Delivered,5,78,1,AUD,2020-02-29,AUD,1.5373,NT Wireless Bluetooth Stereo Headphones E302 Silver,Northwind Traders,Silver,18.65,40.55,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
118,190944,Female,Sofia Thornton,LARPENT,VIC,Victoria,3249,Australia,Australia,1951-10-12,1462007,3,2019-01-01,Not Delivered,5,78,3,AUD,2019-01-01,AUD,1.4166,NT Wireless Bluetooth Stereo Headphones E302 Silver,Northwind Traders,Silver,18.65,40.55,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
119,133787,Male,Tyler Sellheim,WANDIN NORTH,VIC,Victoria,3139,Australia,Australia,1960-05-02,724007,1,2016-12-24,Not Delivered,5,78,2,AUD,2016-12-24,AUD,1.3944,NT Wireless Bluetooth Stereo Headphones E302 Silver,Northwind Traders,Silver,18.65,40.55,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
120,61947,Female,Amber Tolmie,NORVAL,VIC,Victoria,3377,Australia,Australia,1996-12-15,1746037,1,2019-10-12,Not Delivered,5,78,1,AUD,2019-10-12,AUD,1.4712,NT Wireless Bluetooth Stereo Headphones E302 Silver,Northwind Traders,Silver,18.65,40.55,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
121,165649,Female,Rebecca Moss,WARATAH BAY,VIC,Victoria,3959,Australia,Australia,1978-09-19,1139007,1,2018-02-12,Not Delivered,5,78,1,AUD,2018-02-12,AUD,1.2758,NT Wireless Bluetooth Stereo Headphones E302 Silver,Northwind Traders,Silver,18.65,40.55,106,Bluetooth Headphones,1,Audio,2000.0,2015-12-09
122,193929,Male,Elijah Mullen,JUNORTOUN,VIC,Victoria,3551,Australia,Australia,1937-01-25,1727020,1,2019-09-23,Not Delivered,5,1632,3,AUD,2019-09-23,AUD,1.4769,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso,Silver,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
123,33444,Male,Brodie Thirkell,CLAYTON,VIC,Victoria,3168,Australia,Australia,1968-01-09,1459059,1,2018-12-29,Not Delivered,5,1156,3,AUD,2018-12-29,AUD,1.4157,Fabrikam Independent Filmmaker 1'' 25mm X400 Black,Fabrikam,Black,530.11,1600.0,405,Camcorders,4,Cameras and camcorders,2000.0,2015-12-09
124,2792,Male,Zachary Perkin,BAMGANIE,VIC,Victoria,3333,Australia,Australia,1976-08-25,1587003,1,2019-05-06,Not Delivered,5,1717,1,AUD,2019-05-06,AUD,1.4306,MGS Flight Simulator X M250,Tailspin Toys,Pink,32.25,70.13,702,Download Games,7,Games and Toys,2000.0,2015-12-09
125,143033,Male,Mitchell Woodriff,DONCASTER EAST,VIC,Victoria,3109,Australia,Australia,2001-11-30,1599033,2,2019-05-18,Not Delivered,5,1717,7,AUD,2019-05-18,AUD,1.4535,MGS Flight Simulator X M250,Tailspin Toys,Pink,32.25,70.13,702,Download Games,7,Games and Toys,2000.0,2015-12-09
126,182177,Male,Ryder De Chair,BELL PARK,VIC,Victoria,3215,Australia,Australia,1991-06-02,1394020,4,2018-10-25,Not Delivered,5,1591,3,AUD,2018-10-25,AUD,1.4099,SV DVD 55DVD Storage Binder M56 Silver,Southridge Video,Silver,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
127,55039,Male,James Connal,MOUNT MORIAC,VIC,Victoria,3240,Australia,Australia,1960-10-07,1324027,3,2018-08-16,Not Delivered,5,1608,3,AUD,2018-08-16,AUD,1.3762,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,Silver,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
128,197088,Male,Thomas Jersey,ROSLYNMEAD,VIC,Victoria,3564,Australia,Australia,1992-08-30,1812035,5,2019-12-17,Not Delivered,5,1608,10,AUD,2019-12-17,AUD,1.4598,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,Silver,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
129,3575,Male,Noah McFarland,HOPPERS CROSSING,VIC,Victoria,3029,Australia,Australia,1942-03-04,422007,1,2016-02-26,Not Delivered,5,1419,3,AUD,2016-02-26,AUD,1.3879,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black,The Phone Company,Black,118.65,258.0,503,Touch Screen Phones,5,Cell phones,2000.0,2015-12-09
130,34143,Male,John Gowlland,WARRANWOOD,VIC,Victoria,3134,Australia,Australia,1991-04-07,1860003,1,2020-02-03,Not Delivered,5,1518,2,AUD,2020-02-03,AUD,1.493,The Phone Company Smart phones Expert M400 Gold,The Phone Company,Gold,137.96,300.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2015-12-09
131,73070,Male,Tristan Minns,BEALIBA,VIC,Victoria,3475,Australia,Australia,1955-01-19,1490017,3,2019-01-29,Not Delivered,5,2129,5,AUD,2019-01-29,AUD,1.3968,Contoso Coffee Maker Auto 10C M1000 White,Contoso,White,343.05,745.99,805,Coffee Machines,8,Home Appliances,2000.0,2015-12-09
132,14988,Female,Emily Thirkell,WYNDHAM VALE,VIC,Victoria,3024,Australia,Australia,1958-07-24,1521014,1,2019-03-01,Not Delivered,5,1569,1,AUD,2019-03-01,AUD,1.4056,The Phone Company PDA Palm 3.7 inch M830 White,The Phone Company,White,137.5,299.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2015-12-09
133,115335,Male,Austin McAlpine,BIRDWOODTON,VIC,Victoria,3505,Australia,Australia,1959-05-30,1885002,6,2020-02-28,Not Delivered,5,1569,2,AUD,2020-02-28,AUD,1.5373,The Phone Company PDA Palm 3.7 inch M830 White,The Phone Company,White,137.5,299.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2015-12-09
134,9184,Male,Sam Zimpel,CORUNNUN,VIC,Victoria,3249,Australia,Australia,1964-11-24,1281003,3,2018-07-04,Not Delivered,5,57,1,AUD,2018-07-04,AUD,1.354,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Black,79.53,156.0,104,Recording Pen,1,Audio,2000.0,2015-12-09
135,37802,Male,Luke Byron,SOUTH DUDLEY,VIC,Victoria,3995,Australia,Australia,1990-07-09,1456048,1,2018-12-26,Not Delivered,5,57,2,AUD,2018-12-26,AUD,1.4188,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Black,79.53,156.0,104,Recording Pen,1,Audio,2000.0,2015-12-09
136,97611,Male,James Steinfeld,MERLYNSTON,VIC,Victoria,3058,Australia,Australia,1967-04-21,1626025,3,2019-06-14,Not Delivered,5,57,1,AUD,2019-06-14,AUD,1.4491,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Black,79.53,156.0,104,Recording Pen,1,Audio,2000.0,2015-12-09
137,108311,Male,Cooper Evans,BERRINGAMA,VIC,Victoria,3691,Australia,Australia,1963-02-15,1871011,2,2020-02-14,Not Delivered,5,57,1,AUD,2020-02-14,AUD,1.4897,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Black,79.53,156.0,104,Recording Pen,1,Audio,2000.0,2015-12-09
138,65269,Female,Scarlett Roach,BARWIDGEE,VIC,Victoria,3737,Australia,Australia,1941-01-24,1218013,1,2018-05-02,Not Delivered,5,1655,6,AUD,2018-05-02,AUD,1.3315,Contoso DVD 15-Inch Player Portable L200 Silver,Contoso,Silver,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",2000.0,2015-12-09
139,3327,Female,Alannah Le Messurier,KONONGWOOTONG,VIC,Victoria,3315,Australia,Australia,1948-04-28,1319000,1,2018-08-11,Not Delivered,5,1236,1,AUD,2018-08-11,AUD,1.3683,"Fabrikam Social Videographer 1"" 25mm E400 Blue",Fabrikam,Blue,95.85,188.0,405,Camcorders,4,Cameras and camcorders,2000.0,2015-12-09
140,3327,Female,Alannah Le Messurier,KONONGWOOTONG,VIC,Victoria,3315,Australia,Australia,1948-04-28,1319000,2,2018-08-11,Not Delivered,5,2132,4,AUD,2018-08-11,AUD,1.3683,Contoso Coffee Maker 5C E0900 White,Contoso,White,75.96,149.0,805,Coffee Machines,8,Home Appliances,2000.0,2015-12-09
141,3327,Female,Alannah Le Messurier,KONONGWOOTONG,VIC,Victoria,3315,Australia,Australia,1948-04-28,1319000,3,2018-08-11,Not Delivered,5,202,3,AUD,2018-08-11,AUD,1.3683,Litware Home Theater System 5.1 Channel M513 Black,Litware,Black,316.85,689.0,203,Home Theater System,2,TV and Video,2000.0,2015-12-09
142,190944,Female,Sofia Thornton,LARPENT,VIC,Victoria,3249,Australia,Australia,1951-10-12,1462007,1,2019-01-01,Not Delivered,5,459,7,AUD,2019-01-01,AUD,1.4166,WWI Desktop PC1.80 E1801 White,Wide World Importers,White,137.6,269.9,303,Desktops,3,Computers,2000.0,2015-12-09
143,190944,Female,Sofia Thornton,LARPENT,VIC,Victoria,3249,Australia,Australia,1951-10-12,1462007,2,2019-01-01,Not Delivered,5,2494,4,AUD,2019-01-01,AUD,1.4166,Reusable Phone Screen Protector E120,Contoso,Transparent,1.5,2.94,505,Cell phones Accessories,5,Cell phones,2000.0,2015-12-09
144,115335,Male,Austin McAlpine,BIRDWOODTON,VIC,Victoria,3505,Australia,Australia,1959-05-30,1885002,3,2020-02-28,Not Delivered,5,2494,3,AUD,2020-02-28,AUD,1.5373,Reusable Phone Screen Protector E120,Contoso,Transparent,1.5,2.94,505,Cell phones Accessories,5,Cell phones,2000.0,2015-12-09
145,5445,Male,Jake Clibborn,REEFTON,VIC,Victoria,3799,Australia,Australia,1952-09-10,1037000,1,2017-11-02,Not Delivered,5,1424,3,AUD,2017-11-02,AUD,1.2982,The Phone Company Touch Screen Phones - LCD M12 Black,The Phone Company,Black,91.97,200.0,503,Touch Screen Phones,5,Cell phones,2000.0,2015-12-09
146,44728,Female,Abbey Remington,DIGGORA,VIC,Victoria,3561,Australia,Australia,1953-03-14,1813027,1,2019-12-18,Not Delivered,5,1424,3,AUD,2019-12-18,AUD,1.4599,The Phone Company Touch Screen Phones - LCD M12 Black,The Phone Company,Black,91.97,200.0,503,Touch Screen Phones,5,Cell phones,2000.0,2015-12-09
147,6258,Male,Zac Hull,SANDFORD,VIC,Victoria,3312,Australia,Australia,1976-07-03,2185009,1,2020-12-24,Not Delivered,5,1297,4,AUD,2020-12-24,AUD,1.3154,Contoso USB Cable M250 White,Contoso,White,11.5,25.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,2000.0,2015-12-09
148,6258,Male,Zac Hull,SANDFORD,VIC,Victoria,3312,Australia,Australia,1976-07-03,2185009,2,2020-12-24,Not Delivered,5,1556,7,AUD,2020-12-24,AUD,1.3154,The Phone Company PDA Wifi 3.5-inch M200 White,The Phone Company,White,128.76,280.0,504,Smart phones & PDAs,5,Cell phones,2000.0,2015-12-09
149,6258,Male,Zac Hull,SANDFORD,VIC,Victoria,3312,Australia,Australia,1976-07-03,2185009,3,2020-12-24,Not Delivered,5,361,6,AUD,2020-12-24,AUD,1.3154,Fabrikam Laptop13.3W M3080 Red,Fabrikam,Red,198.32,389.0,301,Laptops,3,Computers,2000.0,2015-12-09
150,6308,Male,Taj Sexton,KOOREH,VIC,Victoria,3478,Australia,Australia,2001-02-15,1647026,1,2019-07-05,Not Delivered,5,1730,1,AUD,2019-07-05,AUD,1.426,MGS Dungeon Siege: Legends of Aranna M330,Tailspin Toys,Blue,35.72,77.68,702,Download Games,7,Games and Toys,2000.0,2015-12-09
151,6308,Male,Taj Sexton,KOOREH,VIC,Victoria,3478,Australia,Australia,2001-02-15,1647026,3,2019-07-05,Not Delivered,5,56,3,AUD,2019-07-05,AUD,1.426,WWI 4GB Video Recording Pen X200 Yellow,Wide World Importers,Yellow,98.07,296.0,104,Recording Pen,1,Audio,2000.0,2015-12-09
152,129554,Female,Victoria Frederic,DHURRINGILE,VIC,Victoria,3610,Australia,Australia,1987-08-30,1798009,1,2019-12-03,Not Delivered,5,56,3,AUD,2019-12-03,AUD,1.462,WWI 4GB Video Recording Pen X200 Yellow,Wide World Importers,Yellow,98.07,296.0,104,Recording Pen,1,Audio,2000.0,2015-12-09
153,37802,Male,Luke Byron,SOUTH DUDLEY,VIC,Victoria,3995,Australia,Australia,1990-07-09,1456048,5,2018-12-26,Not Delivered,5,1408,2,AUD,2018-12-26,AUD,1.4188,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black",The Phone Company,Black,175.27,529.0,503,Touch Screen Phones,5,Cell phones,2000.0,2015-12-09
154,111207,Male,Bailey Geneff,WEE WEE RUP,VIC,Victoria,3568,Australia,Australia,1957-01-16,1246005,3,2018-05-30,Not Delivered,5,1408,5,AUD,2018-05-30,AUD,1.3247,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black",The Phone Company,Black,175.27,529.0,503,Touch Screen Phones,5,Cell phones,2000.0,2015-12-09
